"Title","Brand","MSRP","Year"
"Dell Latitude 5320 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5320 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5320 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5330 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5330 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5330 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5330 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5340 2-in-1 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 5340 2-in-1 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 5340 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 5340 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 5350 2-in-1 Intel Core Ultra 5 Laptop","Dell",1100,2020
"Dell Latitude 5350 2-in-1 Intel Core Ultra 7 Laptop","Dell",1300,2023
"Dell Latitude 5350 Intel Core Ultra 5 Laptop","Dell",1000,2020
"Dell Latitude 5350 Intel Core Ultra 7 Laptop","Dell",1200,2023
"Dell Latitude 5410 Intel Core i3 10th Gen Non Touch Screen Laptop","Dell",450,2019
"Dell Latitude 5410 Intel Core i3 10th Gen Touch Screen Laptop","Dell",450,2019
"Dell Latitude 5410 Intel Core i5 10th Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5410 Intel Core i5 10th Gen Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5410 Intel Core i7 10th Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5410 Intel Core i7 10th Gen Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5411 Intel Core i5 10th Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5411 Intel Core i5 10th Gen Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5411 Intel Core i7 10th Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5411 Intel Core i7 10th Gen Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5414 Rugged Intel Core i5 6th Gen Laptop","Dell",600,2016
"Dell Latitude 5414 Rugged Intel Core i7 6th Gen Laptop","Dell",800,2016
"Dell Latitude 5420 Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5420 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5420 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5420 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5420 Rugged Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Latitude 5420 Rugged Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Latitude 5421 Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5421 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5421 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5421 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5424 Rugged Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Latitude 5424 Rugged Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Latitude 5430 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5430 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5430 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5430 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5430 Rugged Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5430 Rugged Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5430 Rugged Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5430 Rugged Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5431 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5431 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5431 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5431 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5440 Intel Core i5 13th Gen Non Touch Screen Laptop","Dell",600,2022
"Dell Latitude 5440 Intel Core i5 13th Gen Touch Screen Laptop","Dell",600,2022
"Dell Latitude 5440 Intel Core i7 13th Gen Non Touch Screen Laptop","Dell",800,2022
"Dell Latitude 5440 Intel Core i7 13th Gen Touch Screen Laptop","Dell",800,2022
"Dell Latitude 5450 Intel Core Ultra 5 Non Touch Screen Laptop","Dell",1050,2023
"Dell Latitude 5450 Intel Core Ultra 5 Touch Screen Laptop","Dell",1050,2023
"Dell Latitude 5450 Intel Core Ultra 7 Non Touch Screen Laptop","Dell",1250,2023
"Dell Latitude 5450 Intel Core Ultra 7 Touch Screen Laptop","Dell",1250,2023
"Dell Latitude 5455 Snapdragon X Plus Laptop","Dell",1400,2024
"Dell Latitude 5501 Intel Core i5 9th Gen Laptop","Dell",600,2018
"Dell Latitude 5501 Intel Core i7 9th Gen Laptop","Dell",800,2018
"Dell Latitude 5510 Intel Core i5 10th Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5510 Intel Core i5 10th Gen Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5510 Intel Core i7 10th Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5510 Intel Core i7 10th Gen Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5511 Intel Core i5 10th Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5511 Intel Core i5 10th Gen Touch Screen Laptop","Dell",600,2019
"Dell Latitude 5511 Intel Core i7 10th Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5511 Intel Core i7 10th Gen Touch Screen Laptop","Dell",800,2019
"Dell Latitude 5520 Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5520 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5520 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5520 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5521 Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5521 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 5521 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5521 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 5530 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5530 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5530 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5530 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5531 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5531 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 5531 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5531 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 5540 Intel Core i5 13th Gen Non Touch Screen Laptop","Dell",600,2022
"Dell Latitude 5540 Intel Core i5 13th Gen Touch Screen Laptop","Dell",600,2022
"Dell Latitude 5540 Intel Core i7 13th Gen Non Touch Screen Laptop","Dell",800,2022
"Dell Latitude 5540 Intel Core i7 13th Gen Touch Screen Laptop","Dell",800,2022
"Dell Latitude 5550 Intel Core Ultra 5 Non Touch Screen Laptop","Dell",1100,2023
"Dell Latitude 5550 Intel Core Ultra 5 Touch Screen Laptop","Dell",1100,2023
"Dell Latitude 5550 Intel Core Ultra 7 Non Touch Screen Laptop","Dell",1300,2023
"Dell Latitude 5550 Intel Core Ultra 7 Touch Screen Laptop","Dell",1300,2023
"Dell Latitude 5591 Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Latitude 5591 Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Latitude 7030 Rugged Extreme Tablet Intel Core i3 12th Gen Laptop","Dell",450,2021
"Dell Latitude 7030 Rugged Extreme Tablet Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 7030 Rugged Extreme Tablet Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 7212 Rugged Tablet Intel Core i5 7th Gen Laptop","Dell",600,2016
"Dell Latitude 7212 Rugged Tablet Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Latitude 7212 Rugged Tablet Intel Core i7 7th Gen Laptop","Dell",800,2016
"Dell Latitude 7212 Rugged Tablet Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Latitude 7220 Rugged Intel Core i3 8th Gen Laptop","Dell",450,2017
"Dell Latitude 7220 Rugged Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Latitude 7220 Rugged Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Latitude 7230 Rugged Extreme Intel Core i3 12th Gen Laptop","Dell",450,2021
"Dell Latitude 7230 Rugged Extreme Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 7230 Rugged Extreme Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 7310 Intel Core i5 10th Gen Laptop","Dell",600,2019
"Dell Latitude 7310 Intel Core i7 10th Gen Laptop","Dell",800,2019
"Dell Latitude 7320 Intel Core i5 11th Gen Laptop","Dell",600,2020
"Dell Latitude 7320 Intel Core i7 11th Gen Laptop","Dell",800,2020
"Dell Latitude 7320 Tablet Intel Core i3 11th Gen Laptop","Dell",450,2020
"Dell Latitude 7320 Tablet Intel Core i5 11th Gen Laptop","Dell",600,2020
"Dell Latitude 7320 Tablet Intel Core i7 11th Gen Laptop","Dell",800,2020
"Dell Latitude 7330 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 7330 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 7330 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 7330 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 7330 Rugged Extreme Intel Core i5 11th Gen Laptop","Dell",600,2020
"Dell Latitude 7330 Rugged Extreme Intel Core i7 11th Gen Laptop","Dell",800,2020
"Dell Latitude 7340 2-in-1 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 7340 2-in-1 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 7340 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 7340 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 7340 Ultralight Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 7340 Ultralight Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 7350 2-in-1 Intel Core Ultra 5 Laptop","Dell",1150,2023
"Dell Latitude 7350 2-in-1 Intel Core Ultra 7 Laptop","Dell",1350,2023
"Dell Latitude 7350 Detachable Intel Core Ultra 5 Laptop","Dell",1200,2023
"Dell Latitude 7350 Detachable Intel Core Ultra 7 Laptop","Dell",1400,2023
"Dell Latitude 7350 Intel Core Ultra 5 Laptop","Dell",1100,2023
"Dell Latitude 7350 Intel Core Ultra 7 Laptop","Dell",1300,2023
"Dell Latitude 7404 Rugged Intel Core i5 4th Gen Laptop","Dell",600,2014
"Dell Latitude 7404 Rugged Intel Core i7 4th Gen Laptop","Dell",800,2014
"Dell Latitude 7410 Intel Core i5 10th Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Latitude 7410 Intel Core i5 10th Gen Touch Screen Laptop","Dell",600,2019
"Dell Latitude 7410 Intel Core i7 10th Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Latitude 7410 Intel Core i7 10th Gen Touch Screen Laptop","Dell",800,2019
"Dell Latitude 7420 Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 7420 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 7420 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 7420 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 7424 Rugged Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Latitude 7424 Rugged Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Latitude 7430 2-in-1 Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 7430 2-in-1 Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 7430 Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 7430 Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 7440 2-in-1 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 7440 2-in-1 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 7440 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 7440 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 7450 2-in-1 Intel Core Ultra 5 Laptop","Dell",800,2023
"Dell Latitude 7450 2-in-1 Intel Core Ultra 7 Laptop","Dell",800,2023
"Dell Latitude 7450 Intel Core Ultra 5 Laptop","Dell",1150,2023
"Dell Latitude 7450 Intel Core Ultra 7 Laptop","Dell",1350,2023
"Dell Latitude 7455 Snapdragon X Elite Laptop","Dell",1600,2024
"Dell Latitude 7455 Snapdragon X Plus Laptop","Dell",1400,2024
"Dell Latitude 7520 Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Latitude 7520 Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Latitude 7520 Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Latitude 7520 Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Latitude 7530 Intel Core i5 12th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Latitude 7530 Intel Core i5 12th Gen Touch Screen Laptop","Dell",600,2021
"Dell Latitude 7530 Intel Core i7 12th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Latitude 7530 Intel Core i7 12th Gen Touch Screen Laptop","Dell",800,2021
"Dell Latitude 7640 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 7640 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 7650 Intel Core Ultra 5 Laptop","Dell",1200,2023
"Dell Latitude 7650 Intel Core Ultra 7 Laptop","Dell",1400,2023
"Dell Latitude 9330 2-in-1 Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 9330 2-in-1 Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 9410 2-in-1 Intel Core i5 10th Gen Laptop","Dell",600,2019
"Dell Latitude 9410 2-in-1 Intel Core i7 10th Gen Laptop","Dell",800,2019
"Dell Latitude 9410 Intel Core i5 10th Gen Laptop","Dell",600,2019
"Dell Latitude 9410 Intel Core i7 10th Gen Laptop","Dell",800,2019
"Dell Latitude 9420 2-in-1 Intel Core i5 11th Gen Laptop","Dell",600,2020
"Dell Latitude 9420 2-in-1 Intel Core i7 11th Gen Laptop","Dell",800,2020
"Dell Latitude 9420 Intel Core i5 11th Gen Laptop","Dell",600,2020
"Dell Latitude 9420 Intel Core i7 11th Gen Laptop","Dell",800,2020
"Dell Latitude 9430 2-in-1 Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 9430 2-in-1 Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 9430 Intel Core i5 12th Gen Laptop","Dell",600,2021
"Dell Latitude 9430 Intel Core i7 12th Gen Laptop","Dell",800,2021
"Dell Latitude 9440 2-in-1 Intel Core i5 13th Gen Laptop","Dell",600,2022
"Dell Latitude 9440 2-in-1 Intel Core i7 13th Gen Laptop","Dell",800,2022
"Dell Latitude 9450 2-in-1 Intel Core Ultra 5 Laptop","Dell",1300,2023
"Dell Latitude 9450 2-in-1 Intel Core Ultra 7 Laptop","Dell",1500,2023
"Dell Latitude 9510 Intel Core i5 10th Gen Laptop","Dell",600,2019
"Dell Latitude 9510 Intel Core i7 10th Gen Laptop","Dell",800,2019
"Dell Latitude 9520 Intel Core i5 11th Gen Laptop","Dell",600,2020
"Dell Latitude 9520 Intel Core i7 11th Gen Laptop","Dell",800,2020
"Dell Precision 3470 14"" Intel Core i5 12th Gen Integrated Graphics Laptop","Dell",600,2021
"Dell Precision 3470 14"" Intel Core i5 12th Gen Nvidia Quadro T550 Laptop","Dell",600,2021
"Dell Precision 3470 14"" Intel Core i7 12th Gen Integrated Graphics Laptop","Dell",800,2021
"Dell Precision 3470 14"" Intel Core i7 12th Gen Nvidia Quadro T550 Laptop","Dell",800,2021
"Dell Precision 3480 14"" Intel Core i5 13th Gen Integrated Graphics Laptop","Dell",600,2022
"Dell Precision 3480 14"" Intel Core i5 13th Gen Nvidia RTX A500 Laptop","Dell",600,2022
"Dell Precision 3480 14"" Intel Core i7 13th Gen Integrated Graphics Laptop","Dell",800,2022
"Dell Precision 3480 14"" Intel Core i7 13th Gen Nvidia RTX A500 Laptop","Dell",800,2022
"Dell Precision 3490 14"" Intel Core Ultra 5 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3490 14"" Intel Core Ultra 5 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 3490 14"" Intel Core Ultra 7 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3490 14"" Intel Core Ultra 7 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 3530 15.6"" Intel Core i5 8th Gen Non Touch Screen Laptop","Dell",600,2018
"Dell Precision 3530 15.6"" Intel Core i5 8th Gen Touch Screen Laptop","Dell",600,2018
"Dell Precision 3530 15.6"" Intel Core i7 8th Gen Non Touch Screen Laptop","Dell",800,2018
"Dell Precision 3530 15.6"" Intel Core i7 8th Gen Touch Screen Laptop","Dell",800,2018
"Dell Precision 3530 15.6"" Intel Xeon Non Touch Screen Laptop","Dell",800,2018
"Dell Precision 3530 15.6"" Intel Xeon Touch Screen Laptop","Dell",800,2018
"Dell Precision 3540 15.6"" Intel Core i5 8th Gen Laptop","Dell",600,2017
"Dell Precision 3540 15.6"" Intel Core i7 8th Gen Laptop","Dell",800,2017
"Dell Precision 3541 15.6"" Intel Core i5 9th Gen Laptop","Dell",600,2018
"Dell Precision 3541 15.6"" Intel Core i7 9th Gen Laptop","Dell",800,2018
"Dell Precision 3541 15.6"" Intel Core i9 9th Gen Laptop","Dell",1200,2018
"Dell Precision 3550 15.6"" Intel Core i5 10th Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Precision 3550 15.6"" Intel Core i5 10th Gen Touch Screen Laptop","Dell",600,2019
"Dell Precision 3550 15.6"" Intel Core i7 10th Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Precision 3550 15.6"" Intel Core i7 10th Gen Touch Screen Laptop","Dell",800,2019
"Dell Precision 3551 15.6"" Intel Core i5 10th Gen Gen Non Touch Screen Laptop","Dell",600,2019
"Dell Precision 3551 15.6"" Intel Core i5 10th Gen Gen Touch Screen Laptop","Dell",600,2019
"Dell Precision 3551 15.6"" Intel Core i7 10th Gen Gen Non Touch Screen Laptop","Dell",800,2019
"Dell Precision 3551 15.6"" Intel Core i7 10th Gen Gen Touch Screen Laptop","Dell",800,2019
"Dell Precision 3560 15.6"" Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2020
"Dell Precision 3560 15.6"" Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2020
"Dell Precision 3560 15.6"" Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2020
"Dell Precision 3560 15.6"" Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2020
"Dell Precision 3561 15.6"" Intel Core i5 11th Gen Non Touch Screen Laptop","Dell",600,2021
"Dell Precision 3561 15.6"" Intel Core i5 11th Gen Touch Screen Laptop","Dell",600,2021
"Dell Precision 3561 15.6"" Intel Core i7 11th Gen Non Touch Screen Laptop","Dell",800,2021
"Dell Precision 3561 15.6"" Intel Core i7 11th Gen Touch Screen Laptop","Dell",800,2021
"Dell Precision 3561 15.6"" Intel Core i9 11th Non Touch Screen Laptop","Dell",1200,2021
"Dell Precision 3561 15.6"" Intel Core i9 11th Touch Screen Laptop","Dell",1200,2021
"Dell Precision 3570 15.6"" Intel Core i5 12th Gen Integrated Graphics Laptop","Dell",600,2021
"Dell Precision 3570 15.6"" Intel Core i5 12th Gen Nvidia Quadro T550 Laptop","Dell",600,2021
"Dell Precision 3570 15.6"" Intel Core i5 12th Gen Nvidia RTX A500 Laptop","Dell",600,2021
"Dell Precision 3570 15.6"" Intel Core i7 12th Gen Integrated Graphics Laptop","Dell",800,2021
"Dell Precision 3570 15.6"" Intel Core i7 12th Gen Nvidia Quadro T550 Laptop","Dell",800,2021
"Dell Precision 3570 15.6"" Intel Core i7 12th Gen Nvidia RTX A500 Laptop","Dell",800,2021
"Dell Precision 3571 15.6"" Intel Core i5 12th Gen Integrated Graphics Laptop","Dell",600,2021
"Dell Precision 3571 15.6"" Intel Core i5 12th Gen Nvidia Quadro T600 Laptop","Dell",600,2021
"Dell Precision 3571 15.6"" Intel Core i7 12th Gen Integrated Graphics Laptop","Dell",800,2021
"Dell Precision 3571 15.6"" Intel Core i7 12th Gen Nvidia Quadro T600 Laptop","Dell",800,2021
"Dell Precision 3571 15.6"" Intel Core i7 12th Gen Nvidia RTX A1000 Laptop","Dell",800,2021
"Dell Precision 3571 15.6"" Intel Core i7 12th Gen Nvidia RTX A2000 Laptop","Dell",800,2021
"Dell Precision 3571 15.6"" Intel Core i9 12th Gen Integrated Graphics Laptop","Dell",1200,2021
"Dell Precision 3571 15.6"" Intel Core i9 12th Gen Nvidia Quadro T600 Laptop","Dell",1200,2021
"Dell Precision 3571 15.6"" Intel Core i9 12th Gen Nvidia RTX A1000 Laptop","Dell",1200,2021
"Dell Precision 3571 15.6"" Intel Core i9 12th Gen Nvidia RTX A2000 Laptop","Dell",1200,2021
"Dell Precision 3580 15.6"" Intel Core i5 13th Gen Integrated Graphics Laptop","Dell",600,2022
"Dell Precision 3580 15.6"" Intel Core i5 13th Gen Nvidia RTX A500 Laptop","Dell",600,2022
"Dell Precision 3580 15.6"" Intel Core i7 13th Gen Integrated Graphics Laptop","Dell",800,2022
"Dell Precision 3580 15.6"" Intel Core i7 13th Gen Nvidia RTX A500 Laptop","Dell",800,2022
"Dell Precision 3581 15.6"" Intel Core i5 13th Gen Integrated Graphics Laptop","Dell",600,2022
"Dell Precision 3581 15.6"" Intel Core i5 13th Gen Nvidia RTX A1000 Laptop","Dell",600,2022
"Dell Precision 3581 15.6"" Intel Core i5 13th Gen Nvidia RTX A500 Laptop","Dell",600,2022
"Dell Precision 3581 15.6"" Intel Core i7 13th Gen Integrated Graphics Laptop","Dell",800,2022
"Dell Precision 3581 15.6"" Intel Core i7 13th Gen Nvidia RTX 2000 Ada Laptop","Dell",800,2022
"Dell Precision 3581 15.6"" Intel Core i7 13th Gen Nvidia RTX A1000 Laptop","Dell",800,2022
"Dell Precision 3581 15.6"" Intel Core i7 13th Gen Nvidia RTX A500 Laptop","Dell",800,2022
"Dell Precision 3581 15.6"" Intel Core i9 13th Gen Integrated Graphics Laptop","Dell",1200,2022
"Dell Precision 3581 15.6"" Intel Core i9 13th Gen Nvidia RTX 2000 Ada Laptop","Dell",1200,2022
"Dell Precision 3581 15.6"" Intel Core i9 13th Gen Nvidia RTX A1000 Laptop","Dell",1200,2022
"Dell Precision 3581 15.6"" Intel Core i9 13th Gen Nvidia RTX A500 Laptop","Dell",1200,2022
"Dell Precision 3590 15.6"" Intel Core Ultra 5 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3590 15.6"" Intel Core Ultra 5 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 3590 15.6"" Intel Core Ultra 7 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3590 15.6"" Intel Core Ultra 7 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 5 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 5 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 7 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 7 Nvidia RTX 1000 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 7 Nvidia RTX 2000 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 7 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 9 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 9 Nvidia RTX 1000 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 9 Nvidia RTX 2000 Ada Laptop","Dell",800,2023
"Dell Precision 3591 15.6"" Intel Core Ultra 9 Nvidia RTX 500 Ada Laptop","Dell",800,2023
"Dell Precision 5470 14"" Intel Core i5 12th Gen Integrated Graphics Laptop","Dell",600,2021
"Dell Precision 5470 14"" Intel Core i5 12th Gen Nvidia RTX A1000 Laptop","Dell",600,2021
"Dell Precision 5470 14"" Intel Core i7 12th Gen Integrated Graphics Laptop","Dell",800,2021
"Dell Precision 5470 14"" Intel Core i7 12th Gen Nvidia RTX A1000 Laptop","Dell",800,2021
"Dell Precision 5470 14"" Intel Core i9 12th Gen Integrated Graphics Laptop","Dell",1200,2021
"Dell Precision 5470 14"" Intel Core i9 12th Gen Nvidia RTX A1000 Laptop","Dell",1200,2021
"Dell Precision 5480 14"" Intel Core i5 13th Gen Integrated Graphics Laptop","Dell",600,2022
"Dell Precision 5480 14"" Intel Core i5 13th Gen RTX A1000 Laptop","Dell",600,2022
"Dell Precision 5480 14"" Intel Core i7 13th Gen Integrated Graphics Laptop","Dell",800,2022
"Dell Precision 5480 14"" Intel Core i7 13th Gen RTX 2000 Ada Laptop","Dell",800,2022
"Dell Precision 5480 14"" Intel Core i7 13th Gen RTX 3000 Ada Laptop","Dell",800,2022
"Dell Precision 5480 14"" Intel Core i7 13th Gen RTX A1000 Laptop","Dell",800,2022
"Dell Precision 5480 14"" Intel Core i9 13th Gen Integrated Graphics Laptop","Dell",1200,2022
"Dell Precision 5480 14"" Intel Core i9 13th Gen RTX 2000 Ada Laptop","Dell",1200,2022
"Dell Precision 5480 14"" Intel Core i9 13th Gen RTX 3000 Ada Laptop","Dell",1200,2022
"Dell Precision 5480 14"" Intel Core i9 13th Gen RTX A1000 Laptop","Dell",1200,2022
"Dell Precision 5490 14"" Intel Core Ultra 5 Integrated Graphics Laptop","Dell",800,2023
"Dell Precision 5490 14"" Intel Core Ultra 5 Nvidia RTX 1000 Ada Laptop","Dell",800,2023
